Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance
1916,60,admin.,married,secondary,No,106,No,No,cellular,24,feb,1,187,4,Yes
1917,37,technician,married,secondary,No,-254,Yes,Yes,cellular,6,feb,3,254,2,No
1918,34,blue-collar,married,secondary,No,262,No,No,cellular,1,jun,1,-1,0,Yes
1919,40,management,single,tertiary,No,171,No,No,cellular,19,aug,3,-1,0,No
1920,27,services,married,secondary,No,58,Yes,No,cellular,7,may,1,337,2,No
1921,52,technician,married,secondary,No,196,Yes,Yes,cellular,24,feb,1,273,3,No
1924,41,management,married,tertiary,No,2885,No,No,cellular,19,nov,1,-1,0,No
1925,37,unemployed,single,tertiary,No,1291,No,No,cellular,5,aug,1,97,2,Yes
1927,33,technician,single,tertiary,No,149,Yes,No,cellular,19,nov,2,182,1,Yes
1928,37,admin.,single,secondary,No,1003,No,No,cellular,9,jul,3,-1,0,No
1929,56,entrepreneur,married,secondary,No,5838,No,No,cellular,2,feb,2,230,2,No
1930,31,admin.,married,secondary,No,23,No,No,cellular,14,jul,3,-1,0,No
1931,35,services,married,secondary,No,372,Yes,No,cellular,17,apr,2,280,1,No
1932,26,management,single,tertiary,No,1094,Yes,No,cellular,8,sep,1,-1,0,Yes
1933,29,blue-collar,single,secondary,No,314,Yes,No,cellular,9,apr,1,316,2,No
1934,31,technician,married,secondary,Yes,-367,Yes,No,cellular,18,jul,2,-1,0,Yes
1935,57,services,married,primary,No,2893,No,No,cellular,8,aug,2,-1,0,No
1937,28,unemployed,single,primary,No,236,No,No,cellular,4,may,1,87,3,Yes
1938,52,blue-collar,single,primary,No,1837,Yes,No,cellular,21,nov,1,-1,0,No
1939,42,management,married,tertiary,No,157,Yes,Yes,cellular,28,jan,1,-1,0,No
1942,46,management,married,tertiary,No,273,Yes,No,cellular,10,may,6,53,6,Yes
1943,47,blue-collar,married,secondary,No,0,Yes,Yes,cellular,19,nov,1,-1,0,No
1944,37,management,single,tertiary,No,411,Yes,Yes,cellular,17,nov,1,-1,0,No
1945,51,admin.,single,secondary,No,895,No,No,cellular,23,jul,2,-1,0,Yes
1946,54,management,married,primary,No,3185,Yes,Yes,cellular,7,may,1,-1,0,No
1947,30,unemployed,single,tertiary,No,1159,No,No,telephone,5,jun,1,-1,0,Yes
1948,33,management,married,tertiary,No,2750,No,No,cellular,5,feb,1,-1,0,No
1949,30,admin.,single,secondary,No,1018,Yes,No,cellular,29,jan,1,-1,0,No
1950,32,admin.,married,secondary,No,0,Yes,No,cellular,30,jul,5,-1,0,No
1951,54,services,single,secondary,No,0,No,No,cellular,23,sep,1,-1,0,Yes
1952,39,management,married,tertiary,No,2939,No,No,cellular,15,jan,2,-1,0,Yes
1954,80,housemaid,married,primary,No,0,No,No,cellular,23,feb,1,189,1,Yes
1955,33,technician,single,secondary,No,2583,No,No,cellular,6,feb,1,-1,0,No
1957,35,admin.,divorced,secondary,No,0,Yes,No,cellular,7,may,2,-1,0,No
1958,84,retired,divorced,primary,No,639,No,No,telephone,18,may,3,-1,0,Yes
1959,31,housemaid,married,secondary,No,243,Yes,No,cellular,23,sep,2,842,1,Yes
1960,59,retired,married,primary,No,-411,No,No,cellular,29,jan,1,-1,0,No
1961,39,technician,married,secondary,No,603,No,Yes,cellular,15,apr,1,-1,0,Yes
1962,59,self-employed,married,primary,No,671,Yes,No,cellular,15,may,2,332,3,No
1963,28,management,single,tertiary,No,9314,No,No,cellular,2,jul,2,-1,0,Yes
1964,47,blue-collar,married,secondary,No,947,No,Yes,cellular,29,aug,17,-1,0,No
1965,34,management,single,tertiary,No,757,No,No,cellular,18,aug,4,-1,0,No
1966,33,technician,married,secondary,No,221,Yes,No,cellular,13,may,1,355,4,Yes
1968,72,retired,married,primary,No,763,No,No,cellular,24,apr,2,-1,0,Yes
1969,34,management,divorced,tertiary,No,2240,No,No,cellular,8,sep,2,184,3,Yes
1970,35,technician,single,secondary,No,1227,No,No,cellular,18,mar,4,90,6,Yes
1972,63,retired,married,primary,No,48,No,No,cellular,9,jun,1,-1,0,Yes
1973,27,services,single,secondary,No,-195,Yes,No,cellular,18,may,1,-1,0,Yes
1975,39,management,married,tertiary,No,271,Yes,No,cellular,12,aug,1,-1,0,Yes
1976,46,blue-collar,married,secondary,No,-27,Yes,No,cellular,11,may,1,-1,0,No
1978,36,entrepreneur,single,secondary,No,475,No,No,cellular,25,jul,3,-1,0,No
1982,27,technician,single,tertiary,No,401,No,No,cellular,6,aug,3,93,2,Yes
1985,33,technician,single,secondary,No,2085,No,No,cellular,9,feb,2,-1,0,Yes
1986,29,management,single,tertiary,No,4694,No,No,cellular,15,jun,1,-1,0,No
1987,54,services,divorced,secondary,No,0,No,No,cellular,1,jun,1,81,2,Yes
1988,49,entrepreneur,married,tertiary,No,313,Yes,No,cellular,17,nov,2,188,2,No
1989,35,unemployed,married,secondary,No,330,No,No,cellular,30,jan,4,-1,0,No
1990,40,technician,married,secondary,No,1159,No,No,telephone,21,oct,1,-1,0,No
1991,50,admin.,married,secondary,No,4117,No,No,cellular,21,nov,1,-1,0,Yes
1992,59,housemaid,divorced,primary,Yes,0,No,Yes,cellular,25,jul,2,-1,0,No
1993,36,unemployed,married,secondary,No,439,Yes,No,telephone,6,feb,6,-1,0,No
1994,41,management,single,tertiary,No,2408,No,No,cellular,29,aug,2,-1,0,No
1995,48,blue-collar,single,primary,No,8990,No,No,telephone,2,feb,2,-1,0,Yes
1996,25,student,single,secondary,No,2354,No,No,cellular,5,feb,7,-1,0,Yes
1997,35,technician,married,secondary,No,1577,Yes,Yes,cellular,17,nov,1,-1,0,No
1998,39,technician,married,secondary,No,6,Yes,No,cellular,18,may,3,357,4,No
2000,27,management,single,secondary,No,565,Yes,No,cellular,18,may,2,346,11,No
2002,28,admin.,single,secondary,No,0,Yes,Yes,cellular,18,may,5,-1,0,Yes
2003,35,management,single,tertiary,No,688,No,No,cellular,2,feb,1,-1,0,No
2005,27,technician,single,secondary,No,204,No,No,cellular,28,jul,2,-1,0,Yes
2006,31,technician,married,secondary,No,297,No,No,cellular,19,aug,4,-1,0,No
2008,42,blue-collar,married,primary,No,1673,Yes,No,cellular,17,apr,3,-1,0,Yes
2010,56,admin.,married,secondary,No,1270,Yes,No,cellular,17,nov,2,165,2,No
2012,39,admin.,married,secondary,No,168,No,No,cellular,6,oct,1,-1,0,No
2013,32,admin.,married,secondary,No,1785,Yes,No,cellular,18,nov,2,154,6,No
2014,21,student,single,secondary,No,215,No,No,cellular,24,may,1,89,7,Yes
2015,47,management,single,tertiary,No,-295,No,Yes,cellular,22,jul,2,-1,0,No
2017,40,technician,married,secondary,No,581,Yes,No,cellular,8,aug,2,-1,0,No
2019,28,technician,single,tertiary,No,-214,Yes,No,cellular,29,jan,2,262,3,No
2021,26,management,single,tertiary,No,362,No,No,cellular,15,sep,1,104,2,Yes
2023,33,blue-collar,married,secondary,No,0,Yes,No,cellular,24,jul,1,-1,0,No
2024,33,services,single,tertiary,No,395,Yes,No,cellular,23,jul,6,-1,0,Yes
2025,32,technician,married,secondary,No,1214,Yes,No,cellular,20,apr,1,-1,0,No
2026,35,admin.,single,tertiary,No,5007,Yes,No,cellular,13,aug,1,112,2,No
2027,40,blue-collar,married,secondary,No,326,Yes,Yes,cellular,7,jul,1,-1,0,No
2029,30,management,single,tertiary,No,2,Yes,Yes,cellular,25,jul,8,-1,0,Yes
2030,79,retired,married,primary,No,3025,No,No,cellular,11,dec,3,126,3,Yes
2031,21,student,single,secondary,No,123,No,No,telephone,12,feb,5,93,2,Yes
2032,50,admin.,divorced,secondary,No,175,No,No,cellular,22,jul,3,-1,0,No
2035,81,retired,married,primary,No,5220,No,No,telephone,13,nov,1,94,2,Yes
2036,30,unemployed,single,tertiary,No,302,No,No,cellular,11,feb,3,-1,0,Yes
2037,29,self-employed,single,secondary,No,0,No,No,cellular,28,jan,2,-1,0,No
2038,39,services,married,secondary,No,2758,No,No,cellular,4,feb,3,-1,0,Yes
2039,80,retired,married,primary,No,155,No,No,telephone,9,dec,2,-1,0,Yes
2040,46,management,divorced,tertiary,No,507,Yes,No,cellular,1,apr,1,-1,0,Yes
2041,61,admin.,married,secondary,No,4608,No,No,cellular,12,mar,1,-1,0,Yes
2042,40,services,married,secondary,No,0,Yes,No,cellular,5,may,1,334,2,No
2044,62,management,married,tertiary,No,997,No,No,cellular,22,apr,1,304,2,Yes
2046,54,entrepreneur,married,secondary,No,0,No,Yes,cellular,15,jul,4,-1,0,No
2047,70,retired,married,primary,No,3782,No,No,cellular,16,mar,1,-1,0,No
2048,34,self-employed,single,tertiary,No,462,No,No,cellular,21,aug,3,-1,0,Yes
2049,41,technician,married,secondary,No,640,No,No,cellular,28,jul,6,-1,0,No
2050,39,entrepreneur,married,tertiary,No,83,Yes,No,cellular,11,jul,2,-1,0,No
2052,59,unemployed,married,primary,No,0,No,No,cellular,30,jan,2,-1,0,No
2053,43,management,married,tertiary,No,13044,No,No,cellular,19,nov,1,93,4,No
2054,47,management,married,tertiary,No,2306,No,No,telephone,6,aug,4,-1,0,Yes
2055,51,technician,single,secondary,No,-463,Yes,No,cellular,5,may,1,343,3,No
2056,57,technician,divorced,secondary,No,3043,No,No,cellular,14,aug,2,-1,0,Yes
2057,33,blue-collar,married,secondary,No,139,Yes,Yes,cellular,18,may,2,291,5,Yes
2058,40,management,married,tertiary,No,9221,No,No,cellular,4,aug,1,-1,0,No
2059,37,management,married,tertiary,No,2283,No,No,cellular,6,aug,2,92,4,Yes
2060,55,management,married,tertiary,No,2366,Yes,Yes,cellular,30,jul,4,-1,0,No
2061,77,retired,married,tertiary,No,7802,No,No,telephone,4,may,1,92,2,Yes
2062,56,services,married,secondary,No,5486,Yes,No,cellular,30,jul,3,-1,0,No
2065,36,entrepreneur,divorced,tertiary,No,776,No,Yes,cellular,7,jul,3,-1,0,Yes
2066,40,management,married,tertiary,No,185,No,No,cellular,21,aug,2,-1,0,No
2067,39,technician,married,secondary,No,2983,No,No,cellular,3,dec,1,-1,0,Yes
2068,34,blue-collar,married,primary,No,1309,Yes,No,cellular,12,may,2,364,1,No
2069,38,management,married,tertiary,No,4293,Yes,No,cellular,6,may,2,250,2,No
2071,43,technician,married,tertiary,No,2643,No,No,cellular,12,aug,3,100,5,Yes
2072,57,management,married,tertiary,No,1357,Yes,Yes,cellular,18,nov,2,-1,0,No
2073,58,management,married,tertiary,No,230,Yes,No,telephone,30,jul,10,-1,0,No
2074,51,management,divorced,tertiary,No,0,No,No,cellular,13,aug,2,-1,0,No
2075,30,management,single,tertiary,No,2907,Yes,No,cellular,30,dec,2,218,1,No
2076,47,housemaid,married,primary,No,275,Yes,No,cellular,14,may,3,-1,0,No
2077,52,management,divorced,tertiary,No,96,No,No,cellular,19,aug,1,-1,0,No
2079,23,blue-collar,married,primary,No,1158,Yes,No,cellular,16,apr,1,-1,0,No
2080,28,technician,married,secondary,No,1086,Yes,No,cellular,20,apr,3,-1,0,Yes
2082,64,retired,married,secondary,No,4083,No,No,cellular,18,aug,1,-1,0,No
2083,32,management,single,tertiary,No,2,Yes,No,cellular,11,sep,2,-1,0,Yes
2085,42,entrepreneur,married,secondary,No,707,No,No,cellular,1,jun,1,348,1,No
2086,44,unemployed,married,secondary,No,1543,No,No,cellular,19,nov,2,-1,0,No
2087,36,blue-collar,single,secondary,No,111,Yes,No,cellular,6,may,3,-1,0,No
2090,30,technician,single,tertiary,No,635,No,No,cellular,13,aug,8,-1,0,Yes
2091,36,technician,married,secondary,No,7957,No,No,cellular,31,jul,2,-1,0,No
2093,54,admin.,married,secondary,No,19213,No,No,cellular,12,aug,6,-1,0,No
2094,28,technician,single,tertiary,No,0,Yes,No,cellular,12,aug,1,79,3,No
2095,56,technician,divorced,secondary,No,0,No,No,cellular,26,aug,8,-1,0,No
2097,41,management,divorced,tertiary,No,4567,Yes,Yes,cellular,16,jul,1,-1,0,No
2099,44,unemployed,married,tertiary,No,17747,Yes,No,cellular,5,feb,7,-1,0,No
2100,47,management,married,tertiary,No,2351,No,No,cellular,2,jun,2,84,1,Yes
2101,57,services,married,secondary,No,530,Yes,No,telephone,15,may,7,360,7,No
2102,44,management,married,tertiary,No,2365,No,Yes,cellular,26,may,3,-1,0,No
2103,24,management,single,tertiary,No,1506,No,No,cellular,12,jun,2,95,4,Yes
2104,51,technician,married,tertiary,No,0,No,No,cellular,7,may,2,66,2,Yes
2105,37,admin.,single,secondary,No,22,Yes,No,cellular,7,may,2,289,5,No
2106,44,housemaid,married,primary,No,71,Yes,No,cellular,11,jul,2,-1,0,No
2107,40,technician,single,tertiary,No,1646,Yes,No,cellular,4,may,2,91,3,Yes
2108,37,management,married,tertiary,No,8564,Yes,No,cellular,5,may,2,347,1,No
2109,42,admin.,divorced,secondary,No,527,No,Yes,cellular,22,oct,1,185,1,Yes
2110,58,unemployed,married,secondary,No,68,No,No,cellular,26,may,2,-1,0,No
2111,43,management,divorced,tertiary,No,481,Yes,No,cellular,3,jun,1,20,1,Yes
2112,24,student,single,secondary,No,382,No,No,cellular,13,nov,2,92,3,Yes
2114,34,blue-collar,married,primary,No,-703,Yes,No,cellular,18,may,2,-1,0,No
2116,37,management,married,tertiary,No,0,Yes,No,cellular,6,may,2,169,3,No
2118,43,management,divorced,secondary,No,51,No,No,cellular,2,feb,1,-1,0,Yes
2122,43,services,married,secondary,No,2145,No,No,cellular,25,aug,2,95,4,Yes
2123,24,student,single,secondary,No,8165,No,No,cellular,15,sep,1,-1,0,Yes
2126,56,services,married,secondary,Yes,-8,No,No,cellular,6,aug,2,-1,0,No
2128,44,services,married,secondary,No,2439,Yes,No,cellular,30,jul,2,-1,0,No
2130,35,retired,married,primary,No,285,Yes,No,cellular,29,jan,1,-1,0,No
2132,24,student,single,secondary,No,125,No,No,cellular,9,nov,1,90,1,Yes
2133,36,services,married,secondary,No,370,Yes,Yes,cellular,18,jul,6,-1,0,No
2135,29,blue-collar,married,primary,No,459,Yes,Yes,cellular,17,apr,3,318,1,No
2136,23,student,single,secondary,No,1029,Yes,No,cellular,18,may,1,-1,0,No
2137,25,management,single,tertiary,No,2305,No,No,cellular,3,feb,1,-1,0,No
2138,56,technician,single,secondary,No,1437,Yes,No,cellular,20,nov,8,-1,0,No
2139,45,technician,married,secondary,No,2128,No,Yes,cellular,20,nov,3,-1,0,No
2141,53,blue-collar,married,secondary,No,148,Yes,No,cellular,7,may,1,359,1,No
2142,27,services,married,secondary,No,0,Yes,No,cellular,17,jul,5,-1,0,Yes
2143,56,self-employed,married,secondary,No,445,No,No,cellular,7,aug,2,-1,0,No
2144,38,technician,married,secondary,No,976,Yes,No,cellular,18,may,8,308,3,No
2145,57,admin.,married,secondary,No,567,Yes,No,cellular,2,feb,2,265,3,No
2146,44,blue-collar,married,primary,No,0,Yes,No,cellular,6,may,1,-1,0,No
2147,31,self-employed,single,secondary,No,0,No,Yes,telephone,6,feb,6,-1,0,No
2151,60,blue-collar,married,secondary,No,272,No,No,cellular,2,feb,1,-1,0,No
2152,32,management,married,tertiary,No,913,Yes,No,cellular,19,nov,3,-1,0,No
2153,34,technician,single,secondary,No,347,Yes,No,cellular,6,feb,2,197,6,No
2154,25,student,married,tertiary,No,10,Yes,No,cellular,21,jul,4,-1,0,Yes
2155,30,management,single,tertiary,No,502,No,No,cellular,11,oct,3,95,6,Yes
2159,31,management,married,tertiary,No,13,No,No,cellular,28,aug,5,-1,0,No
2160,43,housemaid,single,primary,No,800,Yes,No,cellular,13,may,1,-1,0,Yes
2163,54,blue-collar,married,secondary,No,-102,Yes,No,cellular,27,aug,7,-1,0,No
2164,51,blue-collar,married,primary,No,0,Yes,Yes,cellular,25,jul,3,-1,0,Yes
2165,36,services,divorced,secondary,No,532,Yes,No,cellular,29,jan,1,241,1,No
2166,33,blue-collar,married,secondary,No,18,Yes,No,cellular,18,may,3,-1,0,No
2167,39,blue-collar,married,secondary,No,660,Yes,Yes,cellular,7,may,4,168,3,No
2168,53,retired,married,primary,No,759,Yes,No,telephone,25,jul,5,-1,0,No
2171,60,management,married,tertiary,No,2281,No,No,cellular,5,feb,2,-1,0,Yes
2173,57,technician,married,secondary,No,950,Yes,No,cellular,9,jul,1,-1,0,No
2174,54,housemaid,single,secondary,No,1213,No,No,cellular,12,nov,1,-1,0,Yes
2175,32,services,single,secondary,No,936,Yes,No,cellular,18,nov,1,-1,0,No
2176,43,housemaid,married,primary,No,25,No,No,cellular,12,aug,2,-1,0,No
2177,49,technician,married,secondary,No,133,No,No,cellular,31,jul,5,-1,0,No
2178,60,technician,married,secondary,No,0,Yes,No,telephone,24,jul,14,-1,0,No
2179,48,blue-collar,married,secondary,No,503,Yes,No,cellular,14,may,1,-1,0,No
2181,52,self-employed,divorced,secondary,No,1291,Yes,No,cellular,19,nov,1,169,2,No
2182,26,technician,single,secondary,No,276,Yes,No,cellular,15,may,1,368,4,No
2183,76,housemaid,divorced,primary,No,1411,No,No,telephone,15,apr,3,-1,0,Yes
2184,62,retired,married,tertiary,No,2557,Yes,No,cellular,14,sep,1,216,7,Yes
2186,43,technician,married,tertiary,No,192,No,No,cellular,5,aug,2,-1,0,No
2188,27,services,single,secondary,No,339,No,No,cellular,4,jun,1,-1,0,Yes
2189,46,admin.,divorced,secondary,No,660,Yes,No,cellular,29,jan,1,259,2,No
2190,39,management,single,secondary,No,36,No,No,cellular,29,aug,2,-1,0,No
2191,35,management,single,tertiary,No,2646,No,No,cellular,14,apr,8,183,2,Yes
2192,27,student,single,tertiary,No,311,No,No,telephone,2,mar,3,322,1,Yes
2193,65,unemployed,married,tertiary,No,0,No,No,cellular,10,aug,1,-1,0,No
2194,32,technician,married,secondary,No,473,No,Yes,cellular,7,may,3,-1,0,Yes
2195,42,technician,married,secondary,No,440,Yes,No,cellular,3,feb,5,-1,0,No
2196,32,technician,single,secondary,No,230,Yes,No,cellular,18,may,1,266,8,Yes
2197,34,technician,single,secondary,No,201,No,No,cellular,22,jul,2,-1,0,No
2198,36,management,single,secondary,No,1511,Yes,No,cellular,16,nov,1,-1,0,Yes
2199,67,retired,divorced,secondary,No,704,No,No,cellular,3,nov,1,-1,0,Yes
2200,48,blue-collar,married,primary,No,816,Yes,No,cellular,31,jul,7,-1,0,No
2201,47,technician,married,secondary,No,826,Yes,No,telephone,18,nov,3,112,8,No
2204,44,blue-collar,single,secondary,No,0,No,No,cellular,20,apr,1,-1,0,Yes
2205,54,unemployed,single,secondary,No,380,No,No,cellular,17,nov,2,-1,0,Yes
2206,49,technician,married,secondary,No,905,No,No,cellular,5,jun,1,-1,0,Yes
2207,33,technician,married,secondary,No,806,No,No,cellular,17,apr,1,-1,0,Yes
2208,53,self-employed,divorced,tertiary,Yes,10,No,No,cellular,20,nov,3,-1,0,No
2209,25,blue-collar,single,primary,No,2483,No,No,cellular,10,jul,3,-1,0,Yes
2210,54,retired,married,secondary,No,3538,No,No,cellular,27,may,1,-1,0,Yes
2212,26,management,single,tertiary,No,-8,No,No,cellular,13,aug,2,-1,0,No
2213,60,retired,divorced,secondary,No,1091,No,No,cellular,30,jul,5,-1,0,Yes
2214,26,services,single,secondary,No,598,Yes,No,cellular,5,feb,2,272,1,No
2215,60,technician,married,secondary,No,1740,No,No,cellular,13,mar,2,-1,0,Yes
2216,36,services,single,tertiary,No,1189,No,No,cellular,17,aug,1,-1,0,Yes
2217,48,management,married,tertiary,No,1147,No,No,cellular,3,dec,1,120,3,Yes
2218,29,management,married,tertiary,No,5698,No,No,cellular,15,apr,1,264,1,No
2219,27,technician,single,tertiary,No,15161,No,No,cellular,2,jun,1,120,1,Yes
2220,38,blue-collar,married,primary,No,1630,Yes,No,cellular,17,jun,3,94,19,No
2221,37,unemployed,single,secondary,No,2722,No,No,telephone,27,apr,2,179,3,Yes
2222,45,management,single,tertiary,No,1411,No,No,cellular,7,sep,2,102,3,Yes
2223,30,admin.,single,secondary,No,270,No,No,cellular,30,apr,1,80,1,Yes
2224,69,management,married,tertiary,No,840,No,No,telephone,5,feb,3,-1,0,Yes
2225,30,admin.,married,secondary,No,1794,No,No,cellular,20,nov,1,-1,0,Yes
2226,53,blue-collar,married,primary,No,1794,Yes,No,cellular,17,apr,1,-1,0,No
2228,40,management,single,tertiary,No,80,Yes,No,cellular,30,jan,3,-1,0,No
2229,46,management,married,tertiary,No,4301,Yes,Yes,cellular,18,nov,1,183,2,No
2232,32,technician,single,tertiary,No,705,Yes,No,cellular,25,may,2,35,4,Yes
2233,31,management,married,tertiary,No,0,No,No,cellular,11,aug,2,-1,0,No
2235,66,housemaid,married,primary,No,40,No,No,telephone,14,oct,2,-1,0,Yes
2236,33,admin.,single,secondary,No,1834,Yes,No,cellular,21,nov,2,-1,0,No
2238,51,blue-collar,married,primary,No,6343,Yes,No,cellular,26,aug,20,-1,0,No
2239,28,technician,single,secondary,No,1453,Yes,No,cellular,12,may,1,343,1,No
2240,34,technician,divorced,secondary,No,136,Yes,No,cellular,8,may,2,-1,0,No
2241,72,retired,married,secondary,No,0,No,No,cellular,29,oct,3,-1,0,Yes
2242,36,unemployed,married,secondary,No,-35,No,No,cellular,30,jan,3,-1,0,No
2243,43,management,married,tertiary,No,240,Yes,No,cellular,16,apr,1,-1,0,Yes
2244,58,management,married,tertiary,No,1016,No,No,telephone,11,mar,2,91,1,No
2245,46,admin.,divorced,secondary,No,7378,No,No,cellular,18,nov,1,-1,0,No
2247,26,technician,single,tertiary,No,4130,No,No,cellular,28,jan,2,-1,0,No
2249,35,admin.,married,secondary,No,2374,Yes,No,cellular,11,aug,2,183,5,Yes
2250,37,management,married,tertiary,No,1113,No,No,cellular,2,mar,1,182,1,Yes
2251,72,retired,married,secondary,No,1533,No,No,cellular,16,dec,2,-1,0,Yes
2253,58,blue-collar,married,primary,No,0,No,No,telephone,16,jul,6,-1,0,No
2254,38,self-employed,single,tertiary,No,982,No,No,cellular,11,aug,3,-1,0,No
2255,45,blue-collar,single,secondary,Yes,0,No,Yes,cellular,16,jul,2,-1,0,No
2256,45,self-employed,married,secondary,No,830,No,No,cellular,19,nov,1,111,2,No
2257,60,management,married,tertiary,No,474,No,No,cellular,31,aug,5,186,3,Yes
2258,32,technician,married,secondary,No,0,Yes,Yes,cellular,10,jul,1,-1,0,No
2259,33,blue-collar,single,secondary,No,476,Yes,Yes,cellular,17,apr,3,333,2,No
2261,45,admin.,divorced,secondary,No,0,No,No,cellular,29,oct,1,-1,0,Yes
2262,41,unemployed,single,tertiary,No,79,No,No,telephone,9,nov,1,390,2,Yes
2263,38,blue-collar,single,secondary,No,238,Yes,No,cellular,8,may,1,366,2,No
2264,35,management,single,tertiary,No,3544,Yes,No,cellular,8,jun,1,-1,0,Yes
2265,33,technician,married,tertiary,No,1699,No,No,cellular,28,jan,1,83,3,Yes
2266,31,management,married,tertiary,No,10884,No,No,cellular,10,aug,3,98,2,Yes
2267,49,entrepreneur,single,secondary,No,5802,No,No,cellular,30,apr,2,-1,0,Yes
2269,25,admin.,single,secondary,No,507,Yes,No,cellular,15,may,1,367,3,Yes
2270,46,unemployed,married,tertiary,No,0,Yes,No,cellular,10,jul,1,-1,0,No
2271,39,admin.,married,secondary,No,-982,Yes,Yes,cellular,19,nov,3,117,2,No
2273,39,admin.,divorced,secondary,No,878,Yes,No,cellular,15,may,5,-1,0,Yes
2274,38,technician,married,secondary,No,976,Yes,No,cellular,14,jul,3,-1,0,Yes
2275,50,technician,married,tertiary,No,0,No,Yes,cellular,6,jul,1,85,7,No
2277,59,services,single,secondary,No,0,No,No,cellular,22,may,1,-1,0,No
2279,46,unemployed,divorced,secondary,No,3354,Yes,No,cellular,19,nov,1,174,1,Yes
2282,41,technician,married,secondary,No,1822,No,Yes,cellular,31,jul,1,-1,0,No
2283,33,management,married,tertiary,No,849,Yes,No,cellular,6,aug,2,-1,0,No
2284,43,management,single,tertiary,No,8224,Yes,No,cellular,15,jul,1,-1,0,No
2286,38,management,single,secondary,No,399,Yes,No,cellular,11,aug,4,-1,0,No
2288,52,services,divorced,primary,Yes,-1,No,Yes,cellular,29,jul,6,-1,0,No
2290,32,unemployed,single,secondary,No,1026,Yes,No,cellular,13,may,1,-1,0,Yes
2291,45,self-employed,married,tertiary,No,0,Yes,No,cellular,17,nov,1,-1,0,No
2292,57,management,married,tertiary,No,3250,No,No,cellular,20,aug,3,-1,0,No
2293,73,retired,married,tertiary,No,459,No,No,cellular,17,feb,1,-1,0,Yes
2294,30,self-employed,married,tertiary,No,5,Yes,Yes,cellular,9,jul,2,-1,0,No
2295,44,management,married,tertiary,No,119,Yes,No,cellular,10,jul,1,-1,0,No
2296,29,blue-collar,married,secondary,No,8,Yes,Yes,cellular,10,jul,1,-1,0,Yes
2297,43,services,married,primary,No,2567,Yes,No,cellular,14,may,1,360,2,No
2298,34,management,married,secondary,No,369,No,No,cellular,2,aug,3,342,4,Yes
2299,55,housemaid,divorced,primary,No,976,No,No,cellular,28,jun,1,94,3,Yes
2302,56,retired,married,primary,No,9367,No,No,cellular,13,aug,2,101,2,Yes
2303,46,management,married,tertiary,No,0,No,No,cellular,18,nov,2,110,3,Yes
2304,30,management,single,tertiary,No,685,No,No,cellular,5,aug,2,-1,0,No
2305,31,management,single,tertiary,No,617,No,No,cellular,4,jun,1,97,2,Yes
2306,73,retired,single,secondary,No,1050,No,No,cellular,4,mar,3,181,2,Yes
2307,59,unemployed,married,secondary,No,957,No,No,cellular,8,mar,1,89,2,Yes
2308,31,management,single,tertiary,No,38279,No,No,cellular,16,jul,2,-1,0,No
2309,50,blue-collar,married,primary,No,-522,Yes,No,cellular,13,may,3,-1,0,Yes
2310,32,management,single,tertiary,No,435,Yes,Yes,cellular,15,may,3,-1,0,No
2311,55,management,divorced,tertiary,No,2037,No,No,cellular,4,feb,2,94,3,Yes
2313,34,management,married,tertiary,No,606,No,No,cellular,20,apr,1,-1,0,Yes
2315,35,management,married,tertiary,No,178,No,No,cellular,14,aug,2,-1,0,No
2316,26,admin.,single,secondary,No,74,No,Yes,cellular,16,jul,2,-1,0,No
2317,70,retired,married,secondary,No,2626,No,No,cellular,2,sep,2,-1,0,Yes
2319,56,retired,married,primary,No,-1,No,No,cellular,27,aug,23,-1,0,No
2320,51,retired,married,primary,No,34,Yes,No,cellular,16,jul,2,-1,0,No
2321,58,admin.,married,secondary,No,2160,Yes,Yes,cellular,5,may,1,-1,0,Yes
2322,26,services,single,secondary,No,256,Yes,No,cellular,4,may,2,-1,0,No
2323,52,management,married,tertiary,No,751,No,No,cellular,14,may,4,371,5,No
2324,35,management,single,tertiary,No,538,No,No,cellular,22,dec,3,165,2,Yes
2327,46,admin.,married,secondary,No,3098,Yes,No,telephone,21,nov,9,-1,0,No
2330,28,admin.,single,tertiary,No,373,Yes,No,cellular,4,feb,1,-1,0,No
2332,49,blue-collar,married,primary,No,399,No,No,cellular,29,jan,1,-1,0,No
2333,65,retired,married,secondary,No,20806,No,No,telephone,8,apr,2,-1,0,Yes
2334,31,management,single,tertiary,No,3384,No,No,cellular,16,sep,1,104,2,Yes
2336,42,admin.,divorced,secondary,No,936,No,No,cellular,30,jan,1,-1,0,Yes
2337,26,management,single,tertiary,No,1623,No,No,cellular,2,jun,1,-1,0,Yes
2338,19,student,single,secondary,No,372,No,No,telephone,8,jul,3,-1,0,Yes
2339,48,services,married,secondary,No,0,Yes,No,cellular,2,apr,1,267,1,No
2340,33,technician,single,tertiary,No,3689,No,No,cellular,27,aug,3,-1,0,Yes
2342,42,management,married,tertiary,No,2819,Yes,No,cellular,18,nov,2,-1,0,No
2344,58,blue-collar,married,secondary,No,590,No,Yes,cellular,19,nov,1,167,1,No
2345,63,retired,single,tertiary,No,791,No,No,cellular,21,oct,2,-1,0,Yes
